beneficiary_id,partner_id,gender,age,category,education_level,family_size,dependents_count,marital_status,rural_urban,state,district,annual_family_income,income_source,bpl_status,land_owned_acres,bank_account_status,bank_name,account_type,loan_id,loan_scheme,loan_amount,subsidy_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,collateral_required,guarantor_present,loan_purpose,sector,business_age,repayment_id,total_emis,emis_paid,emis_pending,on_time_emis,late_payments,missed_payments,average_delay_days,max_delay_days,current_outstanding,default_status,last_payment_date,risk_score
BEN0209,CP11,Male,21,General,10th,4,3,Married,Rural,Odisha,Rourkela,82961,Carpentry,Yes,0.5,Yes,UnionBank,JanDhan,LN0209_1,WomenEnterprise,184378,40563,4.2,30,6484,21-06-2023,07-12-2025,No,Yes,GeneralPurpose,Others,0,RP0209_1,30,28,2,22,6,1,9,7,12291,No,08-10-2025,38.84994866
BEN1768,CP15,Male,29,OBC,12th,8,3,Married,Rural,Odisha,Bhubaneswar,92851,BeautyParlor,Yes,0.1,Yes,HDFC,Savings,LN1768_2,AgriLoan,187049,41150,3.7,37,5357,16-03-2023,01-05-2025,No,Yes,Fertilizer,Agriculture,0,RP1768_2,37,37,0,22,10,0,10,9,0,No,31-10-2025,38.4254296
BEN0562,CP06,Female,59,OBC,5th,8,2,Married,Rural,Jharkhand,Deoghar,56705,FoodBusiness,Yes,2.4,Yes,PNB,Savings,LN0562_2,WomenEnterprise,124985,31246,5.4,28,4760,04-07-2023,21-10-2025,No,No,GeneralPurpose,Others,0,RP0562_2,28,27,1,22,5,1,5,15,4463,No,21-09-2025,38.21421571
BEN0514,CP09,Male,35,SC,10th,8,5,Married,Rural,Bihar,Patna,82658,Coaching,Yes,1.4,Yes,ICICI,Savings,LN0514_1,ServiceLoan,247974,66952,5.8,34,7926,27-07-2023,12-05-2026,Yes,Yes,Technology,Services,8,RP0514_1,34,26,8,22,4,2,10,5,58346,No,14-09-2025,38.1783784
BEN3294,CP02,Male,31,SC,8th,3,2,Married,Rural,Maharashtra,Nagpur,76655,Dairy,Yes,1.2,Yes,BankOfBaroda,Savings,LN3294_2,ServiceLoan,229965,62090,5.9,31,8016,07-05-2023,22-11-2025,Yes,No,OfficeSetup,Services,3,RP3294_2,31,31,0,22,9,0,0,16,0,No,22-11-2025,38.06638589
BEN0228,CP09,Female,63,OBC,8th,4,3,Married,Rural,Rajasthan,Udaipur,99185,FoodBusiness,Yes,1.2,Yes,BankOfBaroda,Savings,LN0228_1,WomenEnterprise,114495,28623,5.5,33,3746,31-01-2023,17-10-2025,No,Yes,GeneralPurpose,Others,0,RP0228_1,33,31,2,22,9,2,0,12,6939,No,18-08-2025,38.02460009
BEN4225,CP08,Female,46,SC,8th,2,1,Married,Urban,UP,Kanpur,127513,Carpentry,No,0,Yes,IndianBank,JanDhan,LN4225_1,BusinessLoan,382539,87983,4.9,38,10888,23-03-2023,06-05-2026,Yes,Yes,WorkingCapital,MSME,5,RP4225_1,38,31,7,22,9,1,7,22,70467,No,08-10-2025,37.9811091
BEN3113,CP18,Female,47,OBC,8th,2,1,Married,Rural,Bihar,Muzaffarpur,90103,BeautyParlor,Yes,3.5,Yes,Axis,JanDhan,LN3113_1,VehicleLoan,270309,67577,8.8,31,9780,28-07-2023,12-02-2026,Yes,Yes,GeneralPurpose,Others,0,RP3113_1,31,26,5,22,4,2,3,22,43598,No,15-09-2025,37.8198795
BEN2137,CP04,Female,24,OBC,12th,4,1,Single,Rural,Jharkhand,Jamshedpur,82158,Carpentry,Yes,2,Yes,IndianBank,JanDhan,LN2137_2,ServiceLoan,117132,29283,4.5,31,4009,17-12-2022,04-07-2025,No,Yes,SalonExpansion,Services,7,RP2137_2,31,31,0,22,9,0,2,18,0,No,04-07-2025,37.63998411
BEN1002,CP06,Female,55,SC,10th,4,3,Married,Urban,Bihar,Muzaffarpur,110046,Coaching,No,0,Yes,IndianBank,JanDhan,LN1002_2,BusinessLoan,330138,75931,4.4,38,9323,31-08-2023,14-10-2026,Yes,Yes,Expansion,MSME,3,RP1002_2,38,27,11,22,5,0,13,26,95566,No,18-11-2025,37.50962994
BEN4380,CP01,Male,44,General,8th,4,3,Married,Rural,Odisha,Rourkela,97597,ForestProduct,Yes,1.2,Yes,Canara,Savings,LN4380_1,WomenEnterprise,235651,51843,4.6,37,6843,24-08-2023,23-02-2025,Yes,Yes,GeneralPurpose,Others,0,RP4380_1,37,37,0,22,4,1,5,0,0,No,12-10-2025,37.44909443
BEN4604,CP15,Male,28,General,10th,8,5,Married,Rural,Maharashtra,Pune,44141,Farming,Yes,0.5,Yes,BankOfBaroda,JanDhan,LN4604_2,WomenEnterprise,132423,29133,4,33,4244,27-05-2023,10-02-2026,No,Yes,GeneralPurpose,Others,0,RP4604_2,33,29,4,22,7,1,12,11,16051,No,13-10-2025,37.40300744
BEN2090,CP01,Female,62,General,5th,6,2,Married,Urban,Jharkhand,Ranchi,72340,Trading,Yes,0,Yes,IndianBank,Savings,LN2090_2,BusinessLoan,217020,49914,4.3,25,9090,02-05-2023,21-05-2025,Yes,Yes,WorkingCapital,MSME,3,RP2090_2,25,24,1,22,2,1,7,17,8680,No,21-04-2025,37.34161598
BEN2018,CP15,Male,57,SC,5th,8,0,Married,Rural,UP,Varanasi,106306,Tailoring,Yes,1.2,Yes,SBI,JanDhan,LN2018_2,EducationLoan,70597,19061,3.7,48,1584,24-06-2023,03-06-2027,No,Yes,VocationalTraining,Education,0,RP2018_2,48,28,20,22,6,1,8,2,29415,No,11-10-2025,37.28251756
BEN0595,CP09,Male,46,General,5th,7,5,Married,Rural,MP,Indore,81415,ForestProduct,Yes,0.1,Yes,PNB,Savings,LN0595_1,EducationLoan,69587,15309,4.9,41,1846,30-07-2023,11-12-2026,No,Yes,SkillCourse,Education,0,RP0595_1,41,28,13,22,6,0,14,13,22064,No,16-11-2025,37.27419439
BEN2799,CP12,Female,33,SC,8th,5,3,Married,Rural,Odisha,Rourkela,65969,ForestProduct,Yes,0.2,Yes,BankOfBaroda,JanDhan,LN2799_2,AgriLoan,197907,59372,3.2,32,6460,05-05-2023,20-12-2025,No,Yes,Fertilizer,Agriculture,0,RP2799_2,32,29,3,22,7,2,4,2,18553,No,21-09-2025,37.27079133
BEN2838,CP14,Male,59,OBC,5th,2,1,Married,Rural,Gujarat,Vadodara,56976,Farming,Yes,1,Yes,ICICI,Savings,LN2838_1,WomenEnterprise,170928,37604,5.6,29,6315,24-02-2023,13-07-2025,No,Yes,GeneralPurpose,Others,0,RP2838_1,29,27,2,22,5,2,5,3,11788,No,14-05-2025,37.15745851
BEN0846,CP14,Male,30,OBC,8th,2,1,Married,Rural,Delhi,Central,55927,Carpentry,Yes,1.1,Yes,Axis,JanDhan,LN0846_1,WomenEnterprise,92179,20279,4.5,32,3062,31-05-2023,15-01-2026,No,Yes,GeneralPurpose,Others,0,RP0846_1,32,29,3,22,7,1,11,29,8641,No,17-10-2025,37.09989463
BEN0492,CP04,Male,63,SC,Graduate,7,2,Married,Rural,Delhi,West,146428,Manufacturing,No,0.3,Yes,BankOfBaroda,JanDhan,LN0492_1,StartupLoan,439284,96642,5.8,54,9262,15-04-2023,28-03-2025,Yes,Yes,GeneralPurpose,Others,0,RP0492_1,54,54,0,22,9,0,2,3,0,No,31-10-2025,37.07221676
BEN2185,CP03,Male,18,General,8th,6,0,Married,Rural,Delhi,South,59819,Carpentry,Yes,2.4,Yes,BOI,JanDhan,LN2185_2,AgriLoan,169372,37261,4.6,27,6615,19-01-2023,08-04-2025,No,Yes,IrrigationSetup,Agriculture,0,RP2185_2,27,26,1,22,4,1,4,11,6273,No,09-03-2025,37.01663968
BEN0947,CP09,Female,40,ST,5th,8,2,Married,Rural,UP,Kanpur,82791,Trading,Yes,1.5,Yes,PNB,JanDhan,LN0947_1,WomenEnterprise,102742,30822,4.2,30,3613,16-05-2023,01-11-2025,No,No,GeneralPurpose,Others,0,RP0947_1,30,28,2,22,6,2,8,12,6849,No,02-09-2025,36.99306171
BEN3079,CP13,Male,30,ST,Graduate,8,5,Married,Rural,Jharkhand,Bokaro,92614,Coaching,Yes,1.9,Yes,PNB,Savings,LN3079_1,AgriLoan,223623,60378,3.5,46,5201,30-08-2023,05-07-2024,Yes,Yes,IrrigationSetup,Agriculture,0,RP3079_1,46,46,0,22,3,2,2,7,0,No,18-09-2025,36.72137212
BEN4542,CP04,Male,33,General,10th,4,2,Married,Rural,MP,Gwalior,93273,Dairy,Yes,1,Yes,BOI,Savings,LN4542_1,BusinessLoan,279819,61560,5.2,32,9383,17-02-2023,04-10-2025,Yes,Yes,WorkingCapital,MSME,5,RP4542_1,32,30,2,22,8,2,1,25,17488,No,05-08-2025,36.70413888
BEN0475,CP09,Female,62,General,12th,8,3,Married,Rural,Bihar,Patna,125724,FoodBusiness,No,6.5,Yes,HDFC,Savings,LN0475_2,WomenEnterprise,142342,28468,4.5,44,3515,17-09-2023,29-04-2027,No,Yes,GeneralPurpose,Others,0,RP0475_2,44,26,18,22,4,0,0,29,58230,No,05-11-2025,36.6967127
BEN2935,CP16,Male,48,OBC,8th,5,3,Married,Urban,MP,Bhopal,173746,Coaching,No,0,Yes,BOI,JanDhan,LN2935_1,VehicleLoan,322579,48386,8.5,34,10709,12-03-2023,22-08-2025,Yes,No,GeneralPurpose,Others,0,RP2935_1,34,34,0,22,9,1,3,16,0,No,27-09-2025,36.52694761
BEN3348,CP05,Male,22,OBC,8th,3,2,Married,Rural,Delhi,Central,32429,Manufacturing,Yes,0.9,Yes,SBI,Savings,LN3348_2,ServiceLoan,97287,21403,5.4,26,3973,19-08-2023,07-10-2025,No,Yes,OfficeSetup,Services,2,RP3348_2,26,26,0,22,4,0,2,18,0,No,07-10-2025,36.19614665
BEN1211,CP15,Male,28,OBC,12th,6,3,Married,Rural,Delhi,Central,101151,Farming,No,1.5,Yes,ICICI,Savings,LN1211_2,AgriLoan,124590,21180,3.2,42,3139,30-03-2023,10-09-2026,No,No,SeedPurchase,Agriculture,0,RP1211_2,42,30,12,22,8,2,0,7,35597,No,15-09-2025,35.88149091
BEN3309,CP04,Male,55,OBC,8th,5,0,Married,Rural,Odisha,Bhubaneswar,115289,Dairy,Yes,1.3,Yes,PNB,JanDhan,LN3309_2,EducationLoan,186378,41003,4.7,35,5708,06-10-2023,13-05-2024,No,Yes,SkillCourse,Education,0,RP3309_2,35,35,0,22,2,2,2,1,0,No,25-09-2025,35.77261476
BEN0829,CP02,Male,46,General,12th,4,1,Married,Rural,Bihar,Patna,124147,BeautyParlor,No,0.6,Yes,BOI,Savings,LN0829_2,DairyLoan,130802,22236,4.6,47,3046,06-07-2023,16-05-2027,No,No,CattlePurchase,Agriculture,0,RP0829_2,47,29,18,22,7,0,12,7,50094,No,22-11-2025,35.60055479
BEN4094,CP10,Female,64,General,12th,2,1,Married,Rural,Gujarat,Gandhinagar,118080,Manufacturing,No,0,Yes,Canara,JanDhan,LN4094_1,DairyLoan,104574,20914,5.2,63,1900,05-09-2023,24-09-2025,No,Yes,Infrastructure,Agriculture,0,RP4094_1,63,63,0,22,3,2,12,8,0,No,24-09-2025,35.57838316
BEN1471,CP12,Female,28,SC,5th,4,2,Married,Rural,Chhattisgarh,Raipur,67961,Tailoring,Yes,1.4,Yes,IndianBank,JanDhan,LN1471_2,ServiceLoan,203883,61164,4.9,29,7469,21-06-2023,07-11-2025,Yes,Yes,Technology,Services,4,RP1471_2,29,29,0,22,7,0,5,12,0,No,07-11-2025,35.57612735
BEN3560,CP07,Female,24,General,12th,5,4,Married,Urban,Gujarat,Rajkot,87563,BeautyParlor,Yes,0,Yes,Axis,JanDhan,LN3560_1,AgriLoan,89096,20492,4.6,30,3149,27-05-2023,12-11-2025,No,Yes,SeedPurchase,Agriculture,0,RP3560_1,30,28,2,22,6,2,13,10,5939,No,13-09-2025,35.57498715
BEN0573,CP14,Male,41,General,5th,2,1,Married,Rural,Delhi,East,87761,Agriculture,Yes,0.1,Yes,IndianBank,JanDhan,LN0573_1,AgriLoan,233879,51453,3.3,31,7880,03-06-2023,03-10-2023,Yes,Yes,Equipment,Agriculture,0,RP0573_1,31,31,0,22,7,1,13,14,0,No,20-10-2025,35.41047575
BEN4747,CP05,Female,37,OBC,8th,7,5,Married,Urban,Maharashtra,Mumbai,109880,Farming,No,0,Yes,Canara,JanDhan,LN4747_2,BusinessLoan,311241,56023,4.3,43,7823,29-08-2023,07-02-2024,Yes,Yes,ShopSetup,MSME,8,RP4747_2,43,43,0,22,5,0,9,17,0,No,16-11-2025,35.18003266
BEN1191,CP12,Female,34,OBC,8th,3,0,Married,Rural,Odisha,Bhubaneswar,90601,FoodBusiness,Yes,0.4,Yes,BankOfBaroda,Savings,LN1191_1,WomenEnterprise,170949,42737,5.8,28,6542,31-12-2022,19-04-2025,No,Yes,GeneralPurpose,Others,0,RP1191_1,28,28,0,22,6,0,8,21,0,No,19-04-2025,35.02380221
BEN0521,CP14,Male,46,General,10th,8,3,Married,Rural,Gujarat,Gandhinagar,88409,Tailoring,Yes,0.6,Yes,SBI,Savings,LN0521_1,BusinessLoan,137469,30243,5.2,28,5224,16-01-2023,05-05-2025,No,Yes,EquipmentPurchase,MSME,4,RP0521_1,28,27,1,22,5,1,8,26,4909,No,05-04-2025,34.98090167
BEN0349,CP09,Female,34,General,10th,5,1,Married,Rural,Rajasthan,Bikaner,97489,FoodBusiness,Yes,4.8,Yes,ICICI,Savings,LN0349_2,VehicleLoan,187154,46788,7.4,28,7298,02-10-2023,10-03-2025,No,Yes,GeneralPurpose,Others,0,RP0349_2,28,28,0,22,3,1,6,27,0,No,21-10-2025,34.97617712
BEN3289,CP15,Female,44,SC,10th,3,0,Married,Urban,MP,Indore,175386,FoodBusiness,No,0,Yes,BankOfBaroda,JanDhan,LN3289_2,EducationLoan,173830,39980,5.5,68,2981,23-10-2023,08-08-2024,No,Yes,SkillCourse,Education,0,RP3289_2,68,68,0,22,2,1,13,7,0,No,12-10-2025,34.94115748
BEN1854,CP04,Female,30,OBC,12th,8,2,Married,Rural,Bihar,Patna,60530,Coaching,Yes,0.6,Yes,BOI,Savings,LN1854_1,WomenEnterprise,81206,20301,4.4,29,2956,22-03-2023,08-08-2025,No,No,GeneralPurpose,Others,0,RP1854_1,29,28,1,22,6,1,4,22,2800,No,09-07-2025,34.87841428
BEN1244,CP19,Male,31,OBC,10th,8,2,Married,Rural,Maharashtra,Aurangabad,61791,FoodBusiness,Yes,1,Yes,PNB,Savings,LN1244_2,AgriLoan,123969,27273,4.8,28,4688,13-01-2023,02-05-2025,No,Yes,IrrigationSetup,Agriculture,0,RP1244_2,28,27,1,22,5,1,5,22,4427,No,02-04-2025,34.814241
BEN3641,CP18,Male,45,OBC,5th,4,3,Married,Urban,Maharashtra,Mumbai,138372,ForestProduct,No,0,Yes,PNB,Savings,LN3641_1,BusinessLoan,220107,33016,4.5,34,6907,11-06-2023,27-03-2026,Yes,Yes,WorkingCapital,MSME,7,RP3641_1,34,28,6,22,6,1,8,7,38842,No,28-09-2025,34.74262722
BEN0551,CP07,Male,52,General,8th,5,3,Married,Rural,Jharkhand,Jamshedpur,59524,Carpentry,Yes,0.2,Yes,Axis,JanDhan,LN0551_1,VehicleLoan,178572,39285,7.8,24,8060,14-06-2023,03-06-2025,No,No,GeneralPurpose,Others,0,RP0551_1,24,24,0,22,2,0,11,15,0,No,03-06-2025,34.43330981
BEN0151,CP09,Male,52,SC,10th,6,3,Married,Urban,UP,Agra,245075,Coaching,No,0,Yes,UnionBank,Savings,LN0151_2,StartupLoan,132966,26593,5.9,58,2640,20-11-2023,25-08-2028,No,Yes,GeneralPurpose,Others,0,RP0151_2,58,24,34,22,2,0,13,25,77945,No,09-11-2025,34.4010459
BEN3248,CP19,Male,33,General,10th,3,2,Married,Urban,Odisha,Bhubaneswar,179361,Agriculture,Yes,0,Yes,SBI,Savings,LN3248_2,VehicleLoan,130144,26028,7.5,34,4260,16-04-2023,12-04-2025,No,No,GeneralPurpose,Others,0,RP3248_2,34,34,0,22,7,2,12,25,0,No,02-09-2025,34.32212669
BEN1484,CP09,Male,27,ST,Graduate,2,1,Married,Urban,Jharkhand,Bokaro,270356,Coaching,No,0,Yes,Axis,JanDhan,LN1484_1,EducationLoan,123784,24756,4.2,77,1836,02-08-2023,28-11-2029,No,Yes,Certification,Education,0,RP1484_1,77,27,50,22,5,1,11,3,80379,No,20-10-2025,34.31551852
BEN3367,CP10,Female,32,OBC,10th,4,3,Married,Urban,Odisha,Koraput,180357,Tailoring,No,0,Yes,BankOfBaroda,JanDhan,LN3367_2,WomenEnterprise,128522,23133,5.4,41,3439,25-03-2023,06-08-2026,No,No,GeneralPurpose,Others,0,RP3367_2,41,31,10,22,9,1,9,2,31346,No,10-10-2025,34.10514434
BEN0767,CP01,Female,34,OBC,8th,3,2,Married,Rural,Maharashtra,Nagpur,46686,BeautyParlor,Yes,1.9,Yes,IndianBank,JanDhan,LN0767_2,AgriLoan,140058,35014,3.2,27,5383,23-07-2023,10-10-2025,No,Yes,SeedPurchase,Agriculture,0,RP0767_2,27,25,2,22,3,2,9,17,10374,No,11-08-2025,33.95363825
BEN4385,CP07,Male,39,OBC,12th,3,1,Married,Rural,Delhi,West,77353,Coaching,Yes,1,Yes,Axis,JanDhan,LN4385_1,ServiceLoan,232059,51052,5.6,28,8860,10-12-2022,29-03-2025,Yes,Yes,OfficeSetup,Services,3,RP4385_1,28,26,2,22,4,2,8,1,16575,No,28-01-2025,33.50471309
BEN2706,CP17,Female,45,ST,5th,3,2,Married,Rural,Bihar,Bhagalpur,73199,Coaching,Yes,3.5,Yes,SBI,Savings,LN2706_2,AgriLoan,219597,65879,4,24,9535,07-10-2023,26-09-2025,Yes,No,Equipment,Agriculture,0,RP2706_2,24,24,0,22,2,0,8,5,0,No,26-09-2025,33.24999772
BEN2602,CP03,Male,53,OBC,10th,2,1,Married,Urban,MP,Indore,169355,Farming,Yes,0,Yes,BOI,Savings,LN2602_2,WomenEnterprise,220160,44032,5.4,27,8677,29-08-2023,16-11-2025,Yes,Yes,GeneralPurpose,Others,0,RP2602_2,27,26,1,22,4,1,11,16,8154,No,17-10-2025,33.24990806
BEN1439,CP19,Female,42,General,Graduate,7,3,Married,Rural,Rajasthan,Kota,155496,Labour,Yes,0.8,Yes,IndianBank,JanDhan,LN1439_2,BusinessLoan,254804,63701,4.5,29,9289,11-03-2023,28-07-2025,Yes,Yes,WorkingCapital,MSME,6,RP1439_2,29,27,2,22,5,2,14,2,17572,No,29-05-2025,32.84911086
BEN2848,CP02,Male,62,OBC,8th,3,2,Married,Rural,Jharkhand,Jamshedpur,131714,Labour,No,0.1,Yes,SBI,JanDhan,LN2848_1,ServiceLoan,348888,59310,4.6,34,10964,19-07-2023,21-01-2024,Yes,Yes,ServiceEquipment,Services,3,RP2848_1,34,34,0,22,4,2,3,23,0,No,06-09-2025,32.82547644
BEN1209,CP09,Female,40,SC,12th,8,5,Married,Rural,Jharkhand,Jamshedpur,122125,Labour,No,0.4,Yes,Axis,Savings,LN1209_1,BusinessLoan,74381,18595,4.9,50,1647,19-07-2023,27-08-2027,No,No,WorkingCapital,MSME,8,RP1209_1,50,27,23,22,5,1,13,20,34215,No,06-10-2025,32.58217785
BEN0169,CP19,Male,27,SC,Graduate,3,1,Married,Rural,Bihar,Darbhanga,144153,FoodBusiness,No,1.7,Yes,IndianBank,Savings,LN0169_2,DairyLoan,299271,65839,5.6,47,7106,27-10-2023,29-06-2024,Yes,Yes,DairyEquipment,Agriculture,0,RP0169_2,47,47,0,22,3,0,11,1,0,No,15-11-2025,32.05034425
BEN1305,CP12,Female,39,OBC,5th,5,1,Married,Rural,Bihar,Muzaffarpur,80111,Dairy,Yes,0.2,Yes,BankOfBaroda,JanDhan,LN1305_1,AgriLoan,76807,19201,3.2,32,2507,22-06-2023,06-02-2026,No,Yes,SeedPurchase,Agriculture,0,RP1305_1,32,29,3,22,7,0,2,13,7200,No,08-11-2025,31.98327131
BEN2109,CP10,Female,43,OBC,Graduate,4,3,Married,Rural,Jharkhand,Jamshedpur,164176,Farming,No,5.5,Yes,BankOfBaroda,Savings,LN2109_2,DairyLoan,158513,31702,5.4,68,2711,24-01-2023,08-02-2025,No,Yes,Infrastructure,Agriculture,0,RP2109_2,68,68,0,22,10,2,8,21,0,No,10-09-2025,31.81681108
BEN1521,CP19,Male,57,OBC,10th,5,2,Married,Urban,Maharashtra,Nashik,228117,Agriculture,No,0,Yes,IndianBank,Savings,LN1521_2,BusinessLoan,416171,62425,4.8,30,14749,01-05-2023,17-10-2025,Yes,Yes,Expansion,MSME,7,RP1521_2,30,29,1,22,7,1,11,3,13872,No,17-09-2025,31.74998338
BEN3580,CP03,Male,31,General,10th,6,4,Married,Rural,Gujarat,Ahmedabad,51495,FoodBusiness,Yes,4.3,Yes,BOI,JanDhan,LN3580_2,EducationLoan,43461,9561,4.7,34,1367,02-08-2023,18-05-2026,No,Yes,Certification,Education,0,RP3580_2,34,27,7,22,5,1,9,12,8947,No,20-10-2025,31.61558435
BEN0674,CP07,Female,59,General,10th,2,1,Married,Rural,Chhattisgarh,Bilaspur,112180,Manufacturing,Yes,8.2,Yes,UnionBank,Savings,LN0674_2,WomenEnterprise,90557,22639,5.3,34,2874,25-03-2023,08-01-2026,No,Yes,GeneralPurpose,Others,0,RP0674_2,34,32,2,22,10,0,6,15,5326,No,09-11-2025,31.35422432
BEN0214,CP07,Female,27,ST,8th,2,1,Married,Rural,Gujarat,Vadodara,42127,Coaching,Yes,2.3,Yes,SBI,Savings,LN0214_2,AgriLoan,126381,37914,3.1,22,5916,03-02-2024,02-07-2025,No,No,Equipment,Agriculture,0,RP0214_2,22,20,2,22,0,0,14,24,0,No,25-09-2025,30.7916548
BEN4833,CP19,Male,52,OBC,8th,8,1,Married,Rural,Odisha,Puri,66686,ForestProduct,Yes,2.8,Yes,IndianBank,JanDhan,LN4833_1,AgriLoan,134989,29697,4,22,6373,08-08-2025,23-09-2025,No,No,Fertilizer,Agriculture,0,RP4833_1,22,22,0,22,0,0,34,65,0,No,07-09-2025,30.76664518
BEN1239,CP08,Female,48,SC,10th,6,0,Married,Urban,Rajasthan,Bikaner,217657,ForestProduct,No,0,Yes,Canara,Savings,LN1239_2,WomenEnterprise,244562,56249,4.8,35,7501,03-04-2023,16-02-2026,Yes,Yes,GeneralPurpose,Others,0,RP1239_2,35,32,3,22,10,0,9,13,20962,No,18-11-2025,30.67180949
BEN0118,CP06,Male,25,OBC,5th,3,2,Married,Rural,Gujarat,Gandhinagar,33355,FoodBusiness,Yes,0.2,Yes,UnionBank,JanDhan,LN0118_1,AgriLoan,100065,22014,4.7,22,4756,11-03-2023,03-09-2024,No,Yes,IrrigationSetup,Agriculture,0,RP0118_1,22,10,12,22,0,0,28,53,0,No,05-01-2024,30.05831834
BEN1799,CP14,Male,37,ST,10th,8,4,Married,Rural,MP,Betul,102252,Agriculture,No,1.9,Yes,UnionBank,JanDhan,LN1799_1,EducationLoan,49106,10803,5.2,63,892,27-08-2023,05-03-2025,No,No,Certification,Education,0,RP1799_1,63,63,0,22,4,1,10,26,0,No,15-10-2025,29.62463849
BEN1689,CP12,Female,36,OBC,Graduate,5,4,Married,Rural,Rajasthan,Kota,154440,Manufacturing,No,0.1,Yes,Axis,JanDhan,LN1689_2,ServiceLoan,261253,52250,5.8,28,9998,19-12-2022,07-04-2025,Yes,No,ServiceEquipment,Services,5,RP1689_2,28,26,2,22,4,2,10,17,18660,No,06-02-2025,29.48804821
BEN4622,CP01,Male,39,General,5th,4,3,Married,Rural,MP,Betul,57905,BeautyParlor,Yes,0.7,Yes,UnionBank,Savings,LN4622_1,MicroFinance,71127,15647,9.6,22,3538,11-03-2023,13-08-2024,No,Yes,GeneralPurpose,Others,0,RP4622_1,22,20,2,22,0,0,14,29,0,No,31-10-2024,29.38332914
BEN3202,CP11,Male,34,SC,5th,6,5,Married,Urban,Odisha,Puri,120648,Coaching,No,0,Yes,ICICI,Savings,LN3202_1,WomenEnterprise,168876,33775,5.2,25,7142,04-12-2022,23-12-2024,No,Yes,GeneralPurpose,Others,0,RP3202_1,25,25,0,22,3,0,5,25,0,No,23-12-2024,29.16407471
BEN0775,CP11,Male,40,ST,8th,4,3,Married,Rural,Bihar,Gaya,103364,Labour,No,0.1,Yes,SBI,Savings,LN0775_1,WomenEnterprise,187681,41289,5.1,26,7639,29-12-2022,16-02-2025,No,Yes,GeneralPurpose,Others,0,RP0775_1,26,24,2,22,2,2,2,10,14437,No,18-12-2024,28.84036277
BEN2673,CP04,Female,34,General,10th,7,3,Married,Urban,Gujarat,Rajkot,182889,Farming,Yes,0,Yes,BankOfBaroda,JanDhan,LN2673_1,WomenEnterprise,80075,18417,4.7,28,3025,18-04-2023,05-08-2025,No,No,GeneralPurpose,Others,0,RP2673_1,28,26,2,22,4,2,7,6,5719,No,06-06-2025,28.55800479
BEN3641,CP18,Male,45,OBC,5th,4,3,Married,Urban,Maharashtra,Mumbai,138372,ForestProduct,No,0,Yes,PNB,Savings,LN3641_2,WomenEnterprise,120697,18104,5.5,31,4185,05-11-2023,23-05-2026,No,Yes,GeneralPurpose,Others,0,RP3641_2,31,24,7,22,2,1,10,28,27254,No,25-10-2025,28.34492188
BEN3022,CP19,Female,24,SC,10th,5,3,Married,Rural,UP,Kanpur,82751,FoodBusiness,Yes,3.6,Yes,Axis,Savings,LN3022_1,AgriLoan,41040,12312,3.4,29,1476,09-05-2023,25-09-2025,No,Yes,SeedPurchase,Agriculture,0,RP3022_1,29,28,1,22,6,1,6,11,1415,No,26-08-2025,28.25539168
BEN4863,CP09,Female,59,OBC,12th,4,2,Married,Rural,Chhattisgarh,Durg,106012,Manufacturing,Yes,0.6,Yes,HDFC,JanDhan,LN4863_2,AgriLoan,117747,29436,4.5,28,4437,07-11-2023,04-11-2025,No,Yes,Equipment,Agriculture,0,RP4863_2,28,28,0,22,2,0,3,21,0,No,27-10-2025,28.16048974
BEN0105,CP11,Male,45,General,10th,3,2,Married,Rural,Delhi,North,112700,Labour,No,0.9,Yes,HDFC,Savings,LN0105_1,EducationLoan,111982,19036,4.1,34,3494,10-02-2023,26-11-2025,No,Yes,CollegeFee,Education,0,RP0105_1,34,31,3,22,9,2,5,23,9880,No,28-08-2025,27.90627882
BEN0317,CP19,Female,38,SC,10th,4,0,Married,Rural,Bihar,Patna,54163,Trading,Yes,1.3,Yes,BOI,JanDhan,LN0317_1,WomenEnterprise,44889,13466,4.6,27,1753,16-02-2023,06-05-2025,No,Yes,GeneralPurpose,Others,0,RP0317_1,27,26,1,22,4,1,3,17,1662,No,06-04-2025,27.70422595
BEN2580,CP12,Female,50,OBC,10th,8,5,Married,Rural,UP,Ballia,82805,FoodBusiness,Yes,2.5,Yes,BOI,Savings,LN2580_2,WomenEnterprise,49668,12417,4.9,30,1762,26-09-2023,14-03-2026,No,Yes,GeneralPurpose,Others,0,RP2580_2,30,25,5,22,3,1,6,7,8278,No,15-10-2025,27.28985518
BEN0597,CP07,Female,55,ST,12th,4,0,Married,Urban,Rajasthan,Kota,161134,Manufacturing,Yes,0,Yes,HDFC,JanDhan,LN0597_1,WomenEnterprise,90528,25347,4.3,31,3090,09-08-2023,25-08-2023,No,Yes,GeneralPurpose,Others,0,RP0597_1,31,31,0,22,3,2,11,21,0,No,28-08-2025,26.77754335
BEN4401,CP18,Male,42,General,12th,2,1,Married,Urban,Delhi,North,223806,FoodBusiness,No,0,Yes,SBI,JanDhan,LN4401_2,WomenEnterprise,156503,23475,4.3,35,4765,09-09-2023,25-07-2026,No,Yes,GeneralPurpose,Others,0,RP4401_2,35,26,9,22,4,0,0,5,40243,No,28-10-2025,25.82012375
