beneficiary_id,income_category,household_size,months_present_count,units_consumed_mean,units_consumed_median,units_consumed_mode,units_consumed_std,units_consumed_max,units_consumed_min,electricitybilling_amount_mean,electricitybilling_amount_median,electricitybilling_amount_mode,electricitybilling_amount_std,electricitybilling_amount_max,electricitybilling_amount_min,gas_refill_amt_mean,gas_refill_amt_median,gas_refill_amt_mode,gas_refill_amt_std,gas_refill_amt_max,gas_refill_amt_min,gas_refill_subsidy_amt_mean,gas_refill_subsidy_amt_median,gas_refill_subsidy_amt_mode,gas_refill_subsidy_amt_std,gas_refill_subsidy_amt_max,gas_refill_subsidy_amt_min,mobilerechargeamount_mean,mobilerechargeamount_median,mobilerechargeamount_mode,mobilerechargeamount_std,mobilerechargeamount_max,mobilerechargeamount_min,mobile_recharge_number,data_confidence_score,timestamp,units_per_capita,electricity_bill_per_capita,gas_bill_per_capita,mobile_bill_per_capita,cost_per_unit_electricity,subsidy_ratio,average_recharge_value,total_monthly_utility_spend,electricity_cv,mobile_cv,is_data_rich,missing_electricity,missing_gas,missing_mobile,interaction_elec_hh
BEN_09049,High,7,5,182.62,196.01,157.92,49.71,346.3,128.02,930.03,1000.33,755.93,165.6,1175.84,629.06,1099.24,1099.24,1099.24,109.92,1164.24,1019.24,0,0,0,0,0,0,1765,1590.75,1980.98,705.93,2181.58,1192.86,1,95.83,2023-01-15,26.09,132.86,157.03,252.14,5.09,0.0,1765,3794.27,0.27,0.4,1,0,1,0,1278.31
BEN_02623,Medium,5,2,335.02,342.97,352.53,60.88,669.25,143.95,2107.0,2231.97,2316.79,311.6,3202.52,1440.56,1089.14,1089.14,1089.14,108.91,1178.14,1048.14,208,208,208,30,208,208,3641,3366.06,3112.4,1167.33,5859.73,1896.16,2,83.96,2023-02-10,67.0,421.4,217.83,728.2,6.29,0.19,3641,6837.14,0.18,0.32,0,3,0,0,1675.11
BEN_06335,High,7,5,216.78,200.38,241.62,69.94,322.36,166.01,886.31,807.17,980.05,200.05,1740.29,585.98,1079.34,1079.34,1079.34,107.93,1132.34,1041.34,0,0,0,0,0,0,1092,1044.42,1093.92,357.87,1757.15,546.47,2,84.93,2023-08-02,30.97,126.62,154.19,156.0,4.09,0.0,1092,3057.65,0.32,0.33,1,0,0,0,1517.45
BEN_09197,Low,4,3,91.84,96.59,100.65,23.66,115.26,38.7,630.14,586.41,588.77,141.99,792.9,333.97,1096.04,1096.04,1096.04,109.6,1121.04,1052.04,0,0,0,0,0,0,302,296.08,269.88,99.93,566.09,142.48,2,83.29,2023-12-24,22.96,157.54,274.01,75.5,6.86,0.0,302,2028.18,0.26,0.33,0,2,1,0,367.36
BEN_27546,Low,7,5,146.86,160.55,158.65,51.97,194.65,90.14,1202.9,1288.99,1411.48,318.36,2322.43,834.84,1058.4,1058.4,1058.4,105.84,1154.4,969.4,196,196,196,30,196,196,198,182.85,209.84,48.87,284.01,157.69,4,91.16,2023-03-25,20.98,171.84,151.2,28.29,8.19,0.19,198,2459.3,0.35,0.25,1,0,1,1,1028.04
BEN_28661,Medium,2,5,80.15,82.49,85.33,27.18,147.36,52.29,382.78,358.24,343.18,40.63,523.26,283.01,903.37,903.37,903.37,90.34,961.37,882.37,373,373,373,30,373,373,525,484.14,492.58,181.52,1007.93,250.08,2,80.31,2023-04-16,40.07,191.39,451.69,262.5,4.78,0.41,525,1811.15,0.34,0.35,1,0,1,3,160.3
BEN_15767,Medium,5,4,259.53,274.56,250.62,89.71,473.44,126.93,1728.4,1819.96,1448.5,438.65,2595.42,1144.85,1115.55,1115.55,1115.55,111.55,1140.55,1039.55,0,0,0,0,0,0,2628,2476.43,2934.11,653.05,5024.74,1772.44,1,100.0,2024-07-12,51.91,345.68,223.11,525.6,6.66,0.0,2628,5471.95,0.35,0.25,1,1,1,0,1297.67
BEN_25121,High,5,5,428.56,416.87,378.51,101.55,572.88,301.33,2829.21,2687.19,2923.37,285.23,4897.63,1512.06,911.06,911.06,911.06,91.11,978.06,887.06,0,0,0,0,0,0,513,508.77,500.61,142.55,835.29,385.21,4,87.85,2023-07-05,85.71,565.84,182.21,102.6,6.6,0.0,513,4253.27,0.24,0.28,1,0,1,0,2142.78
BEN_16205,Low,7,3,64.72,65.86,75.59,13.54,128.73,32.97,652.19,712.83,733.91,109.36,857.25,466.02,1010.58,1010.58,1010.58,101.06,1087.58,944.58,294,294,294,30,294,294,2624,2487.69,2304.99,880.47,3549.37,1736.22,4,80.42,2024-06-22,9.25,93.17,144.37,374.86,10.08,0.29,2624,4286.77,0.21,0.34,0,2,2,2,453.06
BEN_00730,High,4,5,155.2,167.97,138.97,57.9,242.86,91.13,1094.04,1143.67,1043.84,147.45,1988.41,793.31,1076.17,1076.17,1076.17,107.62,1111.17,1036.17,0,0,0,0,0,0,407,398.62,392.22,130.62,585.11,262.76,1,100.0,2024-06-15,38.8,273.51,269.04,101.75,7.05,0.0,407,2577.2,0.37,0.32,1,0,0,0,620.79
BEN_07574,Medium,3,4,136.83,127.6,126.68,46.68,166.9,108.83,895.65,886.31,718.77,106.26,1756.74,705.48,900.07,900.07,900.07,90.01,986.07,834.07,0,0,0,0,0,0,2589,2661.29,2412.03,1001.12,3526.91,1400.73,4,90.46,2023-02-07,45.61,298.55,300.02,863.0,6.55,0.0,2589,4384.72,0.34,0.39,1,1,0,1,410.49
BEN_30625,Low,5,4,133.37,120.29,122.38,29.17,255.78,102.53,1434.43,1436.4,1161.33,333.85,2161.87,793.98,1144.08,1144.08,1144.08,114.41,1192.08,1107.08,399,399,399,30,399,399,2098,2124.02,1993.38,746.98,2804.94,1217.88,1,96.86,2023-06-19,26.67,286.89,228.82,419.6,10.76,0.35,2098,4676.5,0.22,0.36,1,1,1,0,666.84
BEN_16613,High,5,3,540.57,593.0,502.27,128.34,885.83,394.28,2620.78,2611.27,2160.24,735.57,4655.74,1879.43,1203.88,1203.88,1203.88,120.39,1273.88,1157.88,0,0,0,0,0,0,1716,1827.53,1831.02,548.39,3080.23,1175.05,2,72.57,2023-01-30,108.11,524.16,240.78,343.2,4.85,0.0,1716,5540.66,0.24,0.32,0,2,2,2,2702.85
BEN_08134,Low,6,2,194.59,194.72,198.07,76.77,332.17,140.95,779.77,785.54,876.27,121.88,1144.87,596.31,1170.79,1170.79,1170.79,117.08,1244.79,1139.79,0,0,0,0,0,0,376,395.38,327.46,80.39,573.95,189.16,4,69.89,2024-04-18,32.43,129.96,195.13,62.67,4.01,0.0,376,2326.56,0.39,0.21,0,3,1,2,1167.54
BEN_06971,Medium,7,5,76.91,71.58,69.98,15.05,151.44,44.15,507.08,467.28,497.02,152.02,922.43,319.81,1269.02,1269.02,1269.02,126.9,1307.02,1202.02,0,0,0,0,0,0,495,533.62,546.6,118.5,928.49,312.4,3,100.0,2024-04-22,10.99,72.44,181.29,70.71,6.59,0.0,495,2271.1,0.2,0.24,1,0,1,0,538.36
BEN_07830,High,3,5,442.28,465.78,499.51,88.54,884.14,344.95,3722.65,3350.93,3427.8,514.55,4602.7,2309.91,723.26,723.26,723.26,72.33,780.26,651.26,0,0,0,0,0,0,1780,1646.55,1809.73,566.05,3315.8,1364.75,3,93.41,2023-05-04,147.43,1240.88,241.09,593.33,8.42,0.0,1780,6225.91,0.2,0.32,1,0,2,0,1326.83
BEN_01170,Low,4,5,109.05,100.26,126.23,24.47,180.4,84.51,713.88,646.2,648.67,160.49,1337.42,466.85,1147.37,1147.37,1147.37,114.74,1236.37,1070.37,156,156,156,30,156,156,269,294.87,218.05,97.15,448.42,202.38,2,82.19,2024-03-19,27.26,178.47,286.84,67.25,6.55,0.14,269,2130.24,0.22,0.36,1,0,3,0,436.19
BEN_08709,High,2,2,278.56,291.17,320.01,69.04,350.75,200.45,2771.2,2561.21,3294.74,649.7,4539.86,1349.66,889.08,889.08,889.08,88.91,964.08,827.08,0,0,0,0,0,0,17,15.94,14.06,4.73,33.54,10.93,2,88.4,2023-04-14,139.28,1385.6,444.54,8.5,9.95,0.0,17,3677.27,0.25,0.28,0,3,0,1,557.13
BEN_03109,High,4,1,427.92,427.92,427.92,0.0,427.92,427.92,2928.36,2928.36,2928.36,0.0,2928.36,2928.36,954.35,954.35,954.35,95.44,1034.35,908.35,0,0,0,0,0,0,1380,1316.67,1334.46,487.66,2396.95,1097.39,2,72.57,2023-05-24,106.98,732.09,238.59,345.0,6.84,0.0,1380,5262.72,0.0,0.35,0,4,0,0,1711.7
BEN_01417,Low,2,3,83.99,86.38,84.96,18.21,155.49,59.45,333.62,327.84,267.32,59.99,525.05,154.1,1100.25,1100.25,1100.25,110.02,1177.25,1034.25,310,310,310,30,310,310,338,307.84,399.96,69.29,627.02,140.76,3,99.11,2023-08-17,42.0,166.81,550.12,169.0,3.97,0.28,338,1771.87,0.22,0.2,0,2,1,0,167.98
BEN_15103,High,3,5,120.13,132.02,135.13,47.46,158.75,60.67,638.49,601.76,620.85,127.48,1254.29,491.04,1019.77,1019.77,1019.77,101.98,1097.77,983.77,0,0,0,0,0,0,24,25.51,28.45,8.3,40.0,13.19,4,84.97,2023-11-14,40.04,212.83,339.92,8.0,5.31,0.0,24,1682.26,0.4,0.35,1,0,0,1,360.4
BEN_15103,High,3,5,95.48,104.54,100.01,18.6,132.92,60.56,513.67,512.77,479.43,149.6,831.83,386.99,1181.75,1181.75,1181.75,118.17,1271.75,1154.75,170,170,170,30,170,170,677,701.8,730.23,173.79,1141.78,479.35,2,94.12,2022-11-30,31.83,171.22,393.92,225.67,5.38,0.14,677,2372.41,0.19,0.26,1,0,1,1,286.45
BEN_05038,Low,4,5,242.02,227.92,241.48,71.8,463.27,132.66,1446.61,1359.97,1353.04,163.57,2220.08,1119.23,1166.04,1166.04,1166.04,116.6,1224.04,1124.04,294,294,294,30,294,294,152,159.78,132.96,45.16,286.08,105.04,4,92.55,2023-09-21,60.5,361.65,291.51,38.0,5.98,0.25,152,2764.64,0.3,0.3,1,0,0,0,968.07
BEN_14402,High,3,3,454.11,423.41,425.4,176.34,595.13,235.23,1982.08,2157.53,2146.42,501.67,3933.92,1058.58,940.12,940.12,940.12,94.01,984.12,852.12,0,0,0,0,0,0,1623,1677.65,1519.77,601.47,3048.07,762.95,3,97.9,2024-05-25,151.37,660.69,313.37,541.0,4.36,0.0,1623,4545.2,0.39,0.37,0,2,1,0,1362.34
BEN_03496,High,7,3,388.83,408.79,363.61,100.59,655.04,294.64,1939.37,1924.9,2035.04,504.36,3155.63,1299.31,1101.36,1101.36,1101.36,110.14,1124.36,1038.36,0,0,0,0,0,0,1443,1421.66,1660.85,408.1,2175.0,896.04,4,81.79,2023-01-15,55.55,277.05,157.34,206.14,4.99,0.0,1443,4483.73,0.26,0.28,0,2,2,0,2721.84
BEN_20697,Medium,3,5,182.25,184.86,180.98,35.01,309.11,143.38,802.92,799.1,910.9,190.92,1011.49,429.63,882.92,882.92,882.92,88.29,969.92,829.92,216,216,216,30,216,216,392,411.41,411.59,145.91,596.89,290.15,3,100.0,2023-09-17,60.75,267.64,294.31,130.67,4.41,0.24,392,2077.84,0.19,0.37,1,0,0,0,546.76
BEN_20582,High,2,2,455.49,443.43,436.54,107.45,903.99,219.09,1648.67,1741.61,1629.57,214.76,2336.48,1249.89,1010.5,1010.5,1010.5,101.05,1081.5,981.5,0,0,0,0,0,0,70,71.94,59.32,21.18,113.4,47.56,4,69.27,2023-07-30,227.74,824.33,505.25,35.0,3.62,0.0,70,2729.17,0.24,0.3,0,3,1,0,910.97
BEN_14148,Low,5,5,116.48,112.93,119.94,41.6,211.57,75.04,917.57,946.44,901.41,114.25,1159.34,455.84,810.81,810.81,810.81,81.08,860.81,736.81,153,153,153,30,153,153,333,300.51,300.28,82.46,500.22,186.95,2,100.0,2024-01-05,23.3,183.51,162.16,66.6,7.88,0.19,333,2061.38,0.36,0.25,1,0,2,1,582.38
BEN_18440,High,3,4,98.51,105.14,91.09,27.84,154.78,50.04,912.09,862.24,1056.07,215.25,1788.65,728.02,1098.36,1098.36,1098.36,109.84,1168.36,1010.36,0,0,0,0,0,0,1486,1504.27,1608.67,416.42,2217.45,724.73,1,98.43,2023-02-17,32.84,304.03,366.12,495.33,9.26,0.0,1486,3496.45,0.28,0.28,1,1,2,1,295.54
BEN_14899,Low,6,3,66.2,59.8,69.43,16.11,125.92,50.12,319.34,332.68,292.21,76.18,397.48,159.42,826.81,826.81,826.81,82.68,867.81,781.81,0,0,0,0,0,0,2299,2404.2,1930.08,474.22,4348.25,949.26,1,82.04,2022-12-22,11.03,53.22,137.8,383.17,4.82,0.0,2299,3445.15,0.24,0.21,0,2,0,1,397.19
BEN_00055,High,3,3,574.21,523.43,519.17,117.72,893.87,399.19,3611.58,3772.69,3832.17,706.27,4520.87,2575.47,750.72,750.72,750.72,75.07,848.72,672.72,0,0,0,0,0,0,1772,1631.38,2046.14,587.02,2608.99,880.17,2,90.8,2024-06-02,191.4,1203.86,250.24,590.67,6.29,0.0,1772,6134.3,0.21,0.33,0,2,0,3,1722.62
BEN_22779,High,3,5,144.49,142.13,142.84,22.67,196.82,74.51,956.39,955.53,899.06,186.57,1447.66,714.2,858.97,858.97,858.97,85.9,904.97,784.97,0,0,0,0,0,0,1642,1768.74,1315.81,515.95,3216.92,1029.53,4,97.28,2023-03-14,48.16,318.8,286.32,547.33,6.62,0.0,1642,3457.37,0.16,0.31,1,0,0,0,433.46
BEN_00035,Low,2,4,47.67,51.12,47.06,13.52,71.57,23.67,220.94,227.22,204.78,44.72,354.3,168.04,1064.88,1064.88,1064.88,106.49,1137.88,972.88,276,276,276,30,276,276,2346,2188.66,2517.06,491.46,4338.14,1625.78,4,100.0,2024-04-23,23.83,110.47,532.44,1173.0,4.64,0.26,2346,3631.82,0.28,0.21,1,1,0,0,95.33
BEN_01065,Low,2,4,54.74,59.28,52.21,15.34,71.87,36.76,433.3,398.88,487.26,120.42,580.29,343.4,832.43,832.43,832.43,83.24,858.43,789.43,326,326,326,30,326,326,124,122.26,146.38,46.42,207.73,98.44,3,76.47,2024-01-30,27.37,216.65,416.21,62.0,7.91,0.39,124,1389.72,0.28,0.37,1,1,3,1,109.49
BEN_14840,Low,2,3,71.09,76.21,70.51,25.89,117.62,52.47,383.93,362.92,350.43,43.45,465.17,205.73,971.51,971.51,971.51,97.15,1040.51,923.51,278,278,278,30,278,278,332,320.69,375.61,106.8,590.49,180.94,3,81.11,2023-12-16,35.54,191.97,485.76,166.0,5.4,0.29,332,1687.44,0.36,0.32,0,2,1,3,142.17
BEN_15136,Medium,4,5,249.67,257.79,231.56,44.5,341.13,101.69,1946.33,2077.14,1988.96,418.9,3618.23,1158.16,1251.58,1251.58,1251.58,0.0,1251.58,1251.58,197,197,197,0,197,197,437,410.7,474.51,92.69,542.83,266.2,2,78.65,2023-02-05,62.42,486.58,312.89,109.25,7.8,0.16,437,3634.9,0.18,0.21,1,0,4,2,998.68
BEN_14659,Medium,3,4,260.3,284.95,272.19,82.51,402.48,139.94,1685.16,1686.8,1560.2,419.67,2715.56,760.52,1094.38,1094.38,1094.38,109.44,1114.38,1061.38,379,379,379,30,379,379,442,413.7,529.98,138.87,610.84,250.16,4,86.94,2022-12-17,86.77,561.72,364.79,147.33,6.47,0.35,442,3221.54,0.32,0.31,1,1,1,2,780.89
BEN_20628,Low,6,4,117.17,116.76,94.32,33.87,224.38,73.2,773.1,755.78,695.37,101.41,1076.99,401.84,1001.53,1001.53,1001.53,100.15,1064.53,911.53,323,323,323,30,323,323,241,221.8,279.14,79.14,391.43,173.55,4,97.3,2023-09-18,19.53,128.85,166.92,40.17,6.6,0.32,241,2015.63,0.29,0.33,1,1,0,2,703.03
BEN_07469,Low,2,3,179.08,167.93,194.28,57.19,342.2,119.79,1572.06,1645.94,1734.09,299.12,1951.89,821.76,885.82,885.82,885.82,88.58,916.82,831.82,240,240,240,30,240,240,0,0.0,0.0,0.0,0.0,0.0,1,76.44,2023-12-11,89.54,786.03,442.91,0.0,8.78,0.27,0,2457.89,0.32,0.0,0,2,1,5,358.17
BEN_17440,Medium,3,4,328.72,304.26,370.7,60.51,648.68,197.39,1756.56,1818.8,1837.6,411.33,3069.05,1134.06,851.67,851.67,851.67,85.17,889.67,758.67,0,0,0,0,0,0,2707,2786.59,2592.44,1027.21,5249.83,1797.66,1,100.0,2023-01-03,109.57,585.52,283.89,902.33,5.34,0.0,2707,5315.23,0.18,0.38,1,1,1,0,986.15
BEN_29097,Medium,6,2,179.87,190.97,204.38,65.75,274.55,94.23,1218.79,1162.6,1099.1,205.3,2086.14,593.69,1219.03,1219.03,1219.03,121.9,1279.03,1198.03,0,0,0,0,0,0,757,807.15,893.09,219.04,1495.13,393.0,4,73.48,2023-08-02,29.98,203.13,203.17,126.17,6.78,0.0,757,3194.82,0.37,0.29,0,3,1,3,1079.2
BEN_23765,High,2,4,197.74,185.08,161.65,62.54,277.71,132.04,1003.8,938.35,1096.54,199.34,1307.12,708.27,1147.34,1147.34,1147.34,114.73,1174.34,1050.34,266,266,266,30,266,266,2032,2137.53,1732.1,473.21,3541.86,1088.29,2,91.41,2023-09-05,98.87,501.9,573.67,1016.0,5.08,0.23,2032,4183.14,0.32,0.23,1,1,2,0,395.47
BEN_12950,High,4,5,556.35,537.02,492.89,106.56,1066.47,286.44,5047.11,5452.39,5764.89,1219.49,7882.93,3952.42,953.35,953.35,953.35,95.33,995.35,903.35,0,0,0,0,0,0,710,732.91,669.01,188.37,1323.09,334.77,2,99.16,2023-09-12,139.09,1261.78,238.34,177.5,9.07,0.0,710,6710.46,0.19,0.27,1,0,1,0,2225.39
BEN_31936,Medium,5,5,266.01,263.81,276.26,67.13,451.86,176.38,1207.88,1270.64,976.45,242.76,2286.98,791.08,908.51,908.51,908.51,90.85,940.51,841.51,0,0,0,0,0,0,1016,1106.25,834.74,282.61,1595.62,672.45,2,92.76,2023-04-16,53.2,241.58,181.7,203.2,4.54,0.0,1016,3132.39,0.25,0.28,1,0,0,0,1330.07
BEN_01470,Medium,6,4,168.26,158.5,198.53,39.34,224.38,91.3,1650.14,1508.85,1727.55,203.23,2490.26,1235.9,1108.91,1108.91,1108.91,110.89,1154.91,1047.91,280,280,280,30,280,280,586,599.39,506.74,145.21,897.68,295.45,2,100.0,2023-09-10,28.04,275.02,184.82,97.67,9.81,0.25,586,3345.05,0.23,0.25,1,1,0,3,1009.56
BEN_29975,High,4,5,489.65,464.54,474.91,99.96,838.56,241.67,4299.54,4627.4,4299.76,996.27,6296.13,3017.13,1198.16,1198.16,1198.16,119.82,1232.16,1109.16,0,0,0,0,0,0,12,11.5,14.29,3.27,21.87,6.65,4,100.0,2022-12-04,122.41,1074.88,299.54,3.0,8.78,0.0,12,5509.7,0.2,0.27,1,0,0,3,1958.59
BEN_11412,Low,5,5,238.74,235.12,220.16,71.66,314.91,187.65,1132.9,1092.14,998.05,160.65,1843.83,645.57,1232.36,1232.36,1232.36,123.24,1307.36,1172.36,0,0,0,0,0,0,485,447.11,486.58,153.48,917.65,300.51,4,100.0,2023-11-18,47.75,226.58,246.47,97.0,4.75,0.0,485,2850.25,0.3,0.32,1,0,0,0,1193.72
BEN_33099,Low,3,2,178.4,191.2,166.81,26.82,247.8,96.77,1954.63,1777.59,1857.24,480.96,2538.71,1169.84,757.72,757.72,757.72,75.77,801.72,671.72,372,372,372,30,372,372,393,417.19,376.63,130.18,726.96,285.16,4,77.26,2023-09-01,59.47,651.54,252.57,131.0,10.96,0.49,393,3105.35,0.15,0.33,0,3,2,2,535.21
BEN_14174,Low,4,4,195.4,208.62,204.35,38.47,377.66,120.21,1625.8,1715.25,1647.36,357.37,2267.77,1123.44,1058.54,1058.54,1058.54,105.85,1141.54,980.54,292,292,292,30,292,292,334,334.0,334.0,0.0,334.0,334.0,3,90.31,2023-11-24,48.85,406.45,264.63,83.5,8.32,0.28,334,3018.33,0.2,0.0,1,1,3,4,781.61
BEN_06192,Medium,4,4,286.01,307.4,299.46,100.73,511.78,184.34,2254.21,2332.89,2187.35,256.87,4318.75,1360.98,975.97,975.97,975.97,97.6,1031.97,917.97,368,368,368,30,368,368,308,321.02,296.91,79.82,407.56,181.19,1,93.57,2024-06-08,71.5,563.55,243.99,77.0,7.88,0.38,308,3538.18,0.35,0.26,1,1,0,0,1144.03
BEN_02497,Medium,7,4,245.18,254.91,258.19,52.46,393.82,167.18,1285.7,1233.88,1036.18,372.31,2553.49,778.13,820.07,820.07,820.07,82.01,897.07,731.07,0,0,0,0,0,0,837,815.01,798.25,290.62,1665.67,491.68,1,89.26,2023-08-31,35.03,183.67,117.15,119.57,5.24,0.0,837,2942.76,0.21,0.35,1,1,2,2,1716.23
BEN_26598,Low,3,5,101.42,110.1,98.34,15.51,141.59,59.27,1148.35,1152.85,1355.62,147.82,2082.71,611.41,976.99,976.99,976.99,97.7,1042.99,928.99,301,301,301,30,301,301,134,142.35,137.19,32.54,188.51,97.44,4,100.0,2023-05-17,33.81,382.78,325.66,44.67,11.32,0.31,134,2259.34,0.15,0.24,1,0,0,0,304.25
BEN_21943,Medium,6,3,296.72,284.06,290.22,116.79,458.31,168.49,1997.52,1819.47,2390.61,218.73,3266.28,1424.85,1164.1,1164.1,1164.1,116.41,1225.1,1083.1,0,0,0,0,0,0,681,656.85,742.32,232.26,915.63,351.19,1,73.61,2023-01-12,49.45,332.92,194.02,113.5,6.73,0.0,681,3842.62,0.39,0.34,0,2,1,1,1780.35
BEN_15389,High,6,3,438.75,481.0,487.07,89.1,618.34,273.41,1946.22,2003.34,1816.24,485.37,3059.64,1050.07,1128.88,1128.88,1128.88,112.89,1226.88,1050.88,0,0,0,0,0,0,1059,1119.04,983.14,301.86,1747.32,620.98,1,84.23,2023-01-11,73.12,324.37,188.15,176.5,4.44,0.0,1059,4134.1,0.2,0.29,0,2,2,1,2632.49
BEN_11116,Medium,4,5,300.1,312.42,304.38,114.67,536.13,123.14,2299.5,2180.45,2383.52,683.51,4210.18,1365.12,862.09,862.09,862.09,86.21,899.09,816.09,0,0,0,0,0,0,864,784.65,800.1,280.06,1460.17,483.71,1,99.99,2023-01-17,75.02,574.87,215.52,216.0,7.66,0.0,864,4025.59,0.38,0.32,1,0,0,0,1200.38
BEN_16432,Medium,7,3,125.03,125.32,106.72,36.28,173.27,63.56,872.89,788.17,883.4,231.65,1256.83,426.66,1276.55,1276.55,1276.55,127.66,1300.55,1191.55,259,259,259,30,259,259,2077,2077.62,2302.85,472.41,3742.29,892.8,2,76.61,2024-02-21,17.86,124.7,182.36,296.71,6.98,0.2,2077,4226.44,0.29,0.23,0,2,2,0,875.24
BEN_10485,High,3,4,107.79,113.65,106.2,21.02,149.2,66.33,377.23,348.14,338.63,90.96,519.18,190.34,810.88,810.88,810.88,81.09,843.88,763.88,0,0,0,0,0,0,1614,1726.04,1629.76,331.13,2746.89,649.34,1,88.49,2023-08-23,35.93,125.74,270.29,538.0,3.5,0.0,1614,2802.11,0.2,0.21,1,1,1,2,323.36
BEN_28186,Low,3,4,309.77,306.97,270.38,57.28,569.02,184.41,4152.36,3752.25,4303.1,761.9,5469.82,2764.76,1106.0,1106.0,1106.0,110.6,1155.0,1045.0,0,0,0,0,0,0,3295,3178.78,3664.5,1174.4,4605.64,1990.74,2,79.22,2023-07-09,103.26,1384.12,368.67,1098.33,13.4,0.0,3295,8553.36,0.18,0.36,1,1,0,0,929.3
BEN_30669,Low,5,5,225.35,220.42,210.94,87.98,329.8,165.11,1732.31,1742.17,1547.24,314.65,2104.56,750.26,1120.77,1120.77,1120.77,112.08,1159.77,1100.77,224,224,224,30,224,224,568,623.64,540.97,133.52,928.54,286.38,2,100.0,2023-06-23,45.07,346.46,224.15,113.6,7.69,0.2,568,3421.08,0.39,0.24,1,0,0,1,1126.76
BEN_13596,Low,7,5,86.78,89.33,91.0,26.77,118.94,61.2,823.82,809.82,735.02,120.22,1476.49,484.16,860.78,860.78,860.78,86.08,907.78,837.78,367,367,367,30,367,367,269,285.28,247.39,75.87,515.52,191.31,1,96.36,2023-09-14,12.4,117.69,122.97,38.43,9.49,0.43,269,1953.6,0.31,0.28,1,0,0,0,607.44
BEN_15970,Medium,2,5,195.68,207.37,216.12,57.28,364.47,112.8,964.35,868.84,884.04,152.8,1504.08,622.88,1076.86,1076.86,1076.86,107.69,1104.86,994.86,299,299,299,30,299,299,2798,2804.86,2887.16,1005.57,4428.91,2012.78,1,100.0,2024-03-01,97.84,482.18,538.43,1399.0,4.93,0.28,2798,4839.22,0.29,0.36,1,0,2,0,391.36
BEN_05776,Low,2,5,144.24,131.23,138.33,31.22,174.75,112.88,1521.36,1399.18,1535.04,230.83,2503.18,806.08,1074.94,1074.94,1074.94,107.49,1095.94,1046.94,357,357,357,30,357,357,304,334.06,298.76,118.72,589.73,149.9,2,100.0,2023-06-05,72.12,760.68,537.47,152.0,10.55,0.33,304,2900.3,0.22,0.39,1,0,0,0,288.49
BEN_25034,High,6,5,487.68,457.98,428.68,80.28,680.01,241.03,3610.47,3968.19,4165.27,1079.47,5480.11,1808.52,1100.3,1100.3,1100.3,110.03,1181.3,1054.3,0,0,0,0,0,0,148,160.75,129.14,50.75,218.48,102.95,3,100.0,2022-12-09,81.28,601.74,183.38,24.67,7.4,0.0,148,4858.76,0.16,0.34,1,0,2,0,2926.06
BEN_29976,High,7,5,533.09,495.17,621.08,193.91,887.17,275.82,4092.18,4400.91,4546.85,580.87,8145.27,2725.3,750.4,750.4,750.4,75.04,834.4,724.4,0,0,0,0,0,0,1441,1336.44,1387.87,497.21,2808.26,1085.13,4,95.15,2023-06-19,76.16,584.6,107.2,205.86,7.68,0.0,1441,6283.58,0.36,0.35,1,0,2,0,3731.61
BEN_12832,Medium,8,3,245.03,231.22,198.94,65.89,479.03,188.71,1281.34,1224.88,1420.45,133.0,2552.38,965.78,833.17,833.17,833.17,83.32,885.17,761.17,194,194,194,30,194,194,540,496.59,582.13,116.22,1010.6,239.14,3,89.05,2024-08-11,30.63,160.17,104.15,67.5,5.23,0.23,540,2654.51,0.27,0.22,0,2,1,0,1960.27
BEN_28096,High,3,3,82.17,89.45,70.57,15.78,129.17,38.01,352.99,353.1,403.18,89.77,658.84,271.57,1093.38,1093.38,1093.38,0.0,1093.38,1093.38,0,0,0,0,0,0,1652,1525.1,1602.84,389.53,2645.14,882.78,3,68.33,2023-04-27,27.39,117.66,364.46,550.67,4.3,0.0,1652,3098.37,0.19,0.24,0,2,4,1,246.51
BEN_14935,Medium,7,3,165.76,178.32,146.69,47.88,268.1,98.94,756.05,758.19,890.28,202.93,1217.11,592.73,1001.54,1001.54,1001.54,100.15,1047.54,944.54,187,187,187,30,187,187,476,443.73,481.09,151.98,607.4,223.63,3,77.85,2023-03-04,23.68,108.01,143.08,68.0,4.56,0.19,476,2233.59,0.29,0.32,0,2,0,3,1160.31
BEN_29290,Low,6,4,164.27,179.55,167.05,36.39,233.82,96.38,767.31,714.74,760.35,139.26,1244.86,312.64,1210.91,1210.91,1210.91,121.09,1306.91,1172.91,385,385,385,30,385,385,236,216.34,274.2,82.32,403.24,160.53,4,89.38,2023-02-14,27.38,127.89,201.82,39.33,4.67,0.32,236,2214.22,0.22,0.35,1,1,1,0,985.64
BEN_05149,Medium,5,2,186.27,178.28,162.08,62.22,242.74,140.32,1413.91,1456.56,1422.42,249.45,1720.64,620.57,1153.52,1153.52,1153.52,115.35,1196.52,1085.52,0,0,0,0,0,0,670,671.6,638.36,203.44,966.16,415.33,2,80.66,2023-08-23,37.25,282.78,230.7,134.0,7.59,0.0,670,3237.43,0.33,0.3,0,3,0,1,931.35
